temperature,humidity,pressure,wind,clouds,uv_index,rainfall,visibility,storm_probability,rain_probability
0.08704798844488704,2.426520272191215,1.1858537365820279,1.782523443573257,0.9358562732133267,4.119941307320987,74.7281636933397,7.299983109899704,0.6381445683721739,0.2989120412044165
-1.707592699486065,0.12232685425041723,-0.6046706810711319,-0.9055346205774397,-0.6926365262451257,10.457857370509078,66.58241924628065,1.8451199559871156,0.4592924535341931,0.09481777516205803
-0.9815012937427028,0.5472135967122599,-1.3121353664586852,-1.022361184005937,0.8185100161420975,8.051933359925457,35.23078250057201,3.4663969436988618,0.9644985248639408,0.12635922497221597
0.8058486073432896,-1.691909658322834,-2.8785098322830702,-0.47269977117412065,-0.3559659891797289,6.585243326167403,121.45333402029759,6.632806368578183,0.21897845098423818,0.1806711281809218
-0.13783380247892207,-3.2581494470220758,-1.7944198223281853,-2.8373726479472636,-0.770304165554472,1.7162050448668018,95.32483210172578,4.820893445244799,0.5878564159989407,0.20365333436494837
-0.9052865027314736,-0.7255947824358213,-1.8102759935409154,-1.334632138438471,-0.23731860656555237,1.715939723698229,173.14019846480073,7.385710386348938,0.7002100149902226,0.24226180921054408
-1.5432944969483935,0.2690546782054344,2.294858199229857,-1.5930770029084211,0.16388649766734087,0.6389197338501941,6.421916096411651,9.612079012228596,0.8255644893453816,0.2554600289634944
-1.4099859222574662,0.736795541333318,-1.7265771823056824,-0.7796908026105701,0.3397669365532212,9.527937603524286,128.77358551102526,1.165466877151975,0.4069710304280071,0.4557163454875359
-0.21671553325350013,2.4802836190237527,0.9882835401725966,-0.876070507781076,3.6228083854873936,6.612265129175297,152.58977570231224,7.095677163980609,0.6869219076574815,0.5095731908260412
-0.15577595794616594,-1.3610952188421648,-1.1915862704320241,-1.4179151318576801,-0.1333657966938273,7.788798355756501,151.89731383766141,2.303441556321145,0.3032014713842828,0.30887920812635594
-0.8677346834694807,-0.021463356816420344,-0.2867920088015282,-0.8943475274914084,0.025994116798844003,0.22642943725382692,177.21479341910504,4.144767274075693,0.4354760923618203,0.9072964199207282
-1.7466114021583021,1.4121442212234787,0.7584596840976419,-0.5120754757108772,0.2566008825109479,10.669008373781937,145.8067485658988,0.32862725795139824,0.8956271312033992,0.5531397233389546
-1.4307245429533804,1.643020317633319,1.583649383068166,-0.8778983841017938,1.2150813249792245,9.156869048804639,185.56201232953927,1.3590738229269894,0.9499076093309543,0.7874769280334067
-0.5139464090326364,-1.6965501265112422,0.2493328478063449,-2.7484911028541505,0.40669762746706617,2.3357302174610375,66.5313199641783,3.197772890488997,0.7188173469272647,0.9242378324208433
-2.1588834565198574,5.136906048596565,1.0653256408434897,1.6389249525458918,1.8717670394178514,2.0000746392781066,100.64188335030862,3.4198580528798495,0.374351890776185,0.1631351145758052
-0.5622867684081112,0.49257043568065806,-0.12258365586084807,-0.5473176034909546,0.5847691747830432,2.017449608387772,2.815932656578135,8.995852164620958,0.820057789974664,0.4278744837156345
-1.826210474486041,-1.2184101342718483,0.8783487815157144,-1.1684732643459919,-2.2810508868612964,3.346664672554915,1.3915174606582426,7.418129092665151,0.025867081725420182,0.4332104017146088
-2.518775035767371,3.9868804534315947,2.375910419977881,0.34366550018364816,1.4027144500081021,5.772320747954616,48.025324090303975,9.72182968187041,0.10274591053942106,0.3544722504383542
-1.0500910529396417,1.238457821030579,0.43908559118263346,0.6910859633428115,-0.4810065231493099,4.7513952050632735,20.16143942781705,5.9907151033524055,0.6613737363753611,0.00890586655163994
-0.540881489981921,1.8500303750646596,1.4262587943216023,-1.4190092638126652,3.06552612975925,3.203520542178461,52.042273587150724,2.41713732091318,0.29124857527005743,0.815972107778095
-2.421358310815684,2.423540330064799,-1.976797368192397,-0.14397386609901652,0.5649217683731904,6.7303818419461745,35.40865890567948,3.276550299216429,0.9513862184004778,0.1115593215539028
-2.384667474508982,2.202358358822951,-0.9055776203319079,0.6528031756093038,-0.6393064963998387,1.53443246717246,5.704004967729648,3.198359232919671,0.43606061209230473,0.9954805979217589
-1.6988855211650278,1.456860448339209,0.7740381837402559,-0.2965067984620101,0.12346563148680478,3.2135911338874,181.86082928120987,3.2649432766325157,0.429364820389177,0.7729584919111816
-1.4533163104091769,-0.6108883006129322,-0.49703248181492854,-1.2987343635174091,-0.8669873978443565,4.029980276230608,1.644626277778305,6.729641731118157,0.6780795101909313,0.5800100176065145
